City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
645,Sinnamary,GF,86.13,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
646,Yerbogachen,RU,36.1,overcast clouds,61.2767,108.0108,
647,Erechim,BR,62.64,moderate rain,-27.6342,-52.2739,Hotel Buongiorno
648,Dhidhdhoo,MV,82.56,overcast clouds,6.8833,73.1,Dhidhoo beach
649,Rivadavia,AR,66.67,overcast clouds,-33.1905,-68.4608,Posada Del Fin Del Mundo
650,Kautokeino,NO,38.17,overcast clouds,69.0125,23.0412,Thon Hotel Kautokeino
651,Ewo,CG,77.49,light rain,-0.8725,14.8206,Residence Elonda Ewo
652,Noumea,NC,60.78,scattered clouds,-22.2763,166.4572,Hôtel Le Lagon
653,Huanuni,BO,59.49,overcast clouds,-18.2667,-66.85,
654,Nicoya,CR,89.15,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
655,Hukuntsi,BW,70.81,clear sky,-24.0,21.75,Entabeni Hotel
656,Kyaikkami,MM,80.76,overcast clouds,16.08,97.5675,St. joseph catholic church
657,Coihaique,CL,61.41,scattered clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
658,Atherton,GB,61.72,overcast clouds,53.5237,-2.4935,The Lion Inn
659,Nyazepetrovsk,RU,40.95,overcast clouds,56.0531,59.6028,Otel' Ural
660,Nhulunbuy,AU,77.61,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
661,Velikiy Ustyug,RU,45.28,overcast clouds,60.7644,46.3106,Dvina
662,Jibuti,DJ,82.0,overcast clouds,11.5,42.5,Orchid Main Camp Goubet
663,Alofi,NU,69.69,overcast clouds,-19.0595,-169.9187,Taloa Heights
664,Orocue,CO,92.25,scattered clouds,4.7912,-71.3354,Hotel Brisas de San Miguel
665,Kununurra,AU,75.18,few clouds,-15.7667,128.7333,Hotel Kununurra
666,Sivaki,RU,35.35,moderate rain,52.6333,126.75,
667,Tabou,CI,78.57,overcast clouds,4.423,-7.3528,hotêl doufoulougou
668,Ryde,GB,60.1,few clouds,50.73,-1.1621,Dorset Hotel
669,Cap Malheureux,MU,73.89,light rain,-19.9842,57.6142,Pereybere Hotel & Spa
670,Fairhope,US,85.35,clear sky,30.523,-87.9033,Hampton Inn Fairhope-Mobile Bay
671,Bantry,IE,62.08,scattered clouds,51.6833,-9.45,The Maritime Hotel
672,Tommot,RU,25.88,scattered clouds,58.9564,126.2925,Gostinitsa Tommot
673,Bocana De Paiwas,NI,83.14,broken clouds,12.7857,-85.1227,Guapinol Cabaña Monge
674,Adana,TR,77.81,clear sky,36.985,35.2881,Güney Adana Otel
675,Toora-Khem,RU,28.08,scattered clouds,52.4675,96.11,
676,Awjilah,LY,83.57,clear sky,29.1081,21.2869,
677,Tokonou,GN,77.54,light rain,9.65,-9.7833,
678,Biak,ID,75.4,overcast clouds,-0.9131,122.8766,Penginapan Kim
679,Madimba,TZ,75.94,clear sky,-10.4,40.3333,
680,Mocuba,MZ,73.15,scattered clouds,-16.8392,36.9856,Phama Lodge
681,Manaus,BR,88.3,scattered clouds,-3.1019,-60.025,Manaus Hotéis Millennium
682,At-Bashi,KG,38.71,overcast clouds,41.1702,75.8106,Hostel At-Bashy
683,Roald,NO,62.17,broken clouds,62.5833,6.1333,Flem Cabins
684,Pudozh,RU,49.35,overcast clouds,61.8099,36.5345,Guest-House na Transportnoy
685,Jadu,LY,63.97,overcast clouds,31.953,12.0261,امياس للصرافة
686,Alibag,IN,80.67,moderate rain,18.6411,72.8792,"Radisson Blu Resort & Spa - Alibaug, India"
687,Monster,NL,58.98,scattered clouds,52.0258,4.175,Hotel Restaurant Unicum Elzenhagen
688,Rantepao,ID,67.48,broken clouds,-2.9701,119.8978,Hotel Luta Resort
689,Lakes Entrance,AU,55.58,light rain,-37.8811,147.981,The Esplanade Resort & Spa
690,Iisaku,EE,50.14,overcast clouds,59.1014,27.3081,Raja Country House
691,Atbasar,KZ,41.13,clear sky,51.8,68.3333,Гостиничный Комплекс Saad
692,Vicencia,BR,83.01,overcast clouds,-7.6569,-35.3267,Silva e Lemos House
693,Haines Junction,CA,33.75,overcast clouds,60.7522,-137.5108,Parkside Inn
694,Vanimo,PG,78.94,scattered clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
695,Belmonte,BR,77.0,overcast clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
696,Sechura,PE,78.46,scattered clouds,-5.5569,-80.8222,Hospedaje Costa Bella
697,Epe,NG,78.49,moderate rain,6.5841,3.9834,MAGVILLE HOTEL
698,Assare,BR,100.18,broken clouds,-6.8744,-39.875,José Xavier de Andrade
699,Belaya Gora,RU,11.64,broken clouds,68.5333,146.4167,
700,Auki,SB,76.33,overcast clouds,-8.7676,160.7034,Auki Motel
701,Kurmanayevka,RU,43.11,clear sky,52.5093,52.0675,
702,Arman,RU,27.77,clear sky,59.7,150.1667,
703,Dalvik,IS,40.93,overcast clouds,65.9702,-18.5286,Dalvík HI Hostel
704,Tamiahua,MX,84.33,clear sky,21.2667,-97.45,Mission Of The Sun Hotel
705,Wainwright,CA,40.28,broken clouds,52.839,-110.8572,Ramada by Wyndham Wainwright
706,Tacoronte,ES,70.74,broken clouds,28.4769,-16.4102,Casa Laurel
707,Marzuq,YE,77.14,broken clouds,14.4,46.4667,
708,Mongomo,GQ,70.05,moderate rain,1.6274,11.3135,NAIM OBUC
709,Goundi,TD,81.36,overcast clouds,9.3627,17.366,
